symbol,name,sector,industry
CELU,Celularity Inc. Class A Common Stock,Health Care,Biotechnology: Pharmaceutical Preparations
CELUW,Celularity Inc. Warrant,Health Care,Biotechnology: Pharmaceutical Preparations
CELZ,Creative Medical Technology Holdings Inc. Common Stock,Health Care,Biotechnology: Pharmaceutical Preparations
CEM,ClearBridge MLP and Midstream Fund Inc. Common Stock,Finance,Investment Managers
CEMI,Chembio Diagnostics Inc. Common Stock,Health Care,Biotechnology: In Vitro & In Vivo Diagnostic Substances
CEN,Center Coast Brookfield MLP & Energy Infrastructure Fund,Finance,Finance Companies
CENN,Cenntro Electric Group Limited Ordinary Shares,Basic Industries,Industrial Specialties
CENQ,CENAQ Energy Corp. Class A Ordinary Shares,,
CENQW,CENAQ Energy Corp. Warrant,,
CENT,Central Garden & Pet Company Common Stock,,
CENTA,Central Garden & Pet Company Class A Common Stock Nonvoting,,
CENX,Century Aluminum Company Common Stock,Basic Industries,Aluminum
CEPU,Central Puerto S.A. American Depositary Shares (each represents ten Common Shares),Public Utilities,Electric Utilities: Central
CEQP,Crestwood Equity Partners LP,Energy,Oilfield Services/Equipment
CEQP^,Crestwood Equity Partners LP Preferred Units representing limited partner interests,,
CERE,Cerevel Therapeutics Holdings Inc. Common Stock,Consumer Durables,Specialty Chemicals
CERN,Cerner Corporation Common Stock,Health Care,Managed Health Care
CERS,Cerus Corporation Common Stock,Health Care,Biotechnology: Electromedical & Electrotherapeutic Apparatus
CERT,Certara Inc. Common Stock,Technology,Retail: Computer Software & Peripheral Equipment
CET,Central Securities Corporation Common Stock,Finance,Finance/Investors Services
CETX,Cemtrex Inc. Common Stock,Technology,EDP Services
CETXP,Cemtrex Inc. Series 1 Preferred Stock,Technology,EDP Services
CEV,Eaton Vance California Municipal Income Trust Shares of Beneficial Interest,Finance,Finance/Investors Services
CEVA,CEVA Inc. Common Stock,Technology,Semiconductors
CF,CF Industries Holdings Inc. Common Stock,Basic Industries,Agricultural Chemicals
CFB,CrossFirst Bankshares Inc. Common Stock,Finance,Commercial Banks
CFBK,CF Bankshares Inc. Common Stock,Finance,Savings Institutions
CFFE,CF Acquisition Corp. VIII Class A Common Stock,,
CFFEU,CF Acquisition Corp. VIII Unit,,
CFFEW,CF Acquisition Corp. VIII Warrant,,
CFFI,C&F Financial Corporation Common Stock,Finance,Major Banks
CFFN,Capitol Federal Financial Inc. Common Stock,Finance,Savings Institutions
CFFS,CF Acquisition Corp. VII Class A Common Stock,,
CFFSU,CF Acquisition Corp. VII Unit,,
CFFSW,CF Acquisition Corp. VII Warrant,,
CFG,Citizens Financial Group Inc. Common Stock,Finance,Major Banks
CFG^D,Citizens Financial Group Inc. Depositary Shares each representing a 1/40th Interest in a Share of 6.350% Fixed-to-Floating Rate Non-Cumulative Perpetual Preferred Stock Series D,,
CFG^E,Citizens Financial Group Inc. Depositary Shares Each Representing 1/40th Interest in a Share of 5.000% Fixed-Rate Non-Cumulative Perpetual Preferred Stock Series E,,
CFIV,CF Acquisition Corp. IV Class A common stock,,
CFIVU,CF Acquisition Corp. IV Unit,,
CFIVW,CF Acquisition Corp. IV Warrant,,
CFLT,Confluent Inc. Class A Common Stock,Technology,EDP Services
CFMS,Conformis Inc. Common Stock,Health Care,Medical/Dental Instruments
CFR,Cullen/Frost Bankers Inc. Common Stock,Finance,Major Banks
CFR^B,Cullen/Frost Bankers Inc. Depositary Shares each representing a 1/40th ownership interest in a share of 4.450% non-cumulative perpetual preferred stock Series B,,
CFRX,ContraFect Corporation Common Stock,Health Care,Biotechnology: Pharmaceutical Preparations
CFSB,CFSB Bancorp Inc. Common Stock,Finance,Major Banks
CFVI,CF Acquisition Corp. VI Class A Common Stock,,
CFVIU,CF Acquisition Corp. VI Unit,,
CFVIW,CF Acquisition Corp. VI Warrant,,
CFX,Colfax Corporation Common Stock,Capital Goods,Fluid Controls
CG,The Carlyle Group Inc. Common Stock,Finance,Investment Managers
CGA,China Green Agriculture Inc. Common Stock,Basic Industries,Agricultural Chemicals
CGABL,The Carlyle Group Inc. 4.625% Subordinated Notes due 2061,,
CGAU,Centerra Gold Inc. Common Shares,,
CGBD,TCG BDC Inc. Common Stock,Finance,Finance Companies
CGC,Canopy Growth Corporation Common Shares,,
CGEM,Cullinan Oncology Inc. Common Stock,Health Care,Biotechnology: Pharmaceutical Preparations
CGEN,Compugen Ltd. Ordinary Shares,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
CGNT,Cognyte Software Ltd. Ordinary Shares,Technology,Computer Software: Prepackaged Software
CGNX,Cognex Corporation Common Stock,Capital Goods,Industrial Machinery/Components
CGO,Calamos Global Total Return Fund Common Stock,Finance,Investment Managers
CGRN,Capstone Green Energy Corporation Common Stock,,
CGTX,Cognition Therapeutics Inc. Common Stock,Health Care,Biotechnology: Pharmaceutical Preparations
CHAA,Catcha Investment Corp. Class A Ordinary Shares,Finance,Business Services
CHCI,Comstock Holding Companies Inc. Class A Common Stock,Consumer Services,Building operators
CHCO,City Holding Company Common Stock,Finance,Major Banks
CHCT,Community Healthcare Trust Incorporated Common Stock,Consumer Services,Real Estate Investment Trusts
CHD,Church & Dwight Company Inc. Common Stock,Consumer Non-Durables,Package Goods/Cosmetics
CHDN,Churchill Downs Incorporated Common Stock,Consumer Services,Services-Misc. Amusement & Recreation
CHE,Chemed Corp,Health Care,Medical/Nursing Services
CHEF,The Chefs' Warehouse Inc. Common Stock,Consumer Non-Durables,Food Distributors
CHEK,Check-Cap Ltd. Ordinary Share,Health Care,Medical Electronics
CHEKZ,Check-Cap Ltd. Series C Warrant,Health Care,Medical Electronics
CHGG,Chegg Inc. Common Stock,Miscellaneous,Service to the Health Industry
CHH,Choice Hotels International Inc. Common Stock,Consumer Services,Hotels/Resorts
CHI,Calamos Convertible Opportunities and Income Fund Common Stock,Finance,Investment Managers
CHK,Chesapeake Energy Corporation Common Stock,Energy,Oil & Gas Production
CHKEL,Chesapeake Energy Corporation Class C Warrants,Energy,Oil & Gas Production
CHKEW,Chesapeake Energy Corporation Class A Warrants,Energy,Oil & Gas Production
CHKEZ,Chesapeake Energy Corporation Class B Warrants,Energy,Oil & Gas Production
CHKP,Check Point Software Technologies Ltd. Ordinary Shares,Technology,Computer Software: Prepackaged Software
CHMG,Chemung Financial Corp Common Stock,Finance,Major Banks
CHMI,Cherry Hill Mortgage Investment Corporation Common Stock,Consumer Services,Real Estate Investment Trusts
CHMI^A,Cherry Hill Mortgage Investment Corporation 8.20% Series A Cumulative Redeemable Preferred Stock,,
CHMI^B,Cherry Hill Mortgage Investment Corporation 8.250% Series B Fixed-to-Floating Rate Cumulative Redeemable Preferred Stock,,
CHN,China Fund Inc. (The) Common Stock,Finance,Investment Managers
CHNG,Change Healthcare Inc. Common Stock,Health Care,Managed Health Care
CHNGU,Change Healthcare Inc. Tangible Equity Units,Health Care,Managed Health Care
CHNR,China Natural Resources Inc. Common Stock,Basic Industries,Precious Metals
CHPM,CHP Merger Corp. Class A Common Stock,,
CHPMW,CHP Merger Corp. Warrant,,
CHPT,ChargePoint Holdings Inc. Common Stock,Miscellaneous,Diversified Commercial Services
CHRA,Charah Solutions Inc. Common Stock,Public Utilities,Medical Specialities
CHRB,Charah Solutions Inc. 8.50% Senior Notes due 2026,,
CHRS,Coherus BioSciences Inc. Common Stock,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
CHRW,C.H. Robinson Worldwide Inc. Common Stock,Transportation,Oil Refining/Marketing
CHS,Chico's FAS Inc. Common Stock,Consumer Services,Clothing/Shoe/Accessory Stores
CHSCL,CHS Inc Class B Cumulative Redeemable Preferred Stock Series 4,Consumer Non-Durables,Tobacco
CHSCM,CHS Inc Class B Reset Rate Cumulative Redeemable Preferred Stock Series 3,Consumer Non-Durables,Tobacco
CHSCN,CHS Inc Preferred Class B Series 2 Reset Rate,Consumer Non-Durables,Tobacco
CHSCO,CHS Inc. Class B Cumulative Redeemable Preferred Stock,Consumer Non-Durables,Tobacco
CHSCP,CHS Inc. 8%  Cumulative Redeemable Preferred Stock,Consumer Non-Durables,Tobacco
CHT,Chunghwa Telecom Co. Ltd.,Public Utilities,Telecommunications Equipment
CHTR,Charter Communications Inc. Class A Common Stock New,Consumer Services,Television Services
CHUY,Chuy's Holdings Inc. Common Stock,Consumer Services,Restaurants
CHW,Calamos Global Dynamic Income Fund Common Stock,Finance,Investment Managers
CHWA,CHW Acquisition Corporation Ordinary Share,,
CHWAU,CHW Acquisition Corporation Unit,,
CHWAW,CHW Acquisition Corporation Warrant,,
CHWY,Chewy Inc. Class A Common Stock,Consumer Services,Catalog/Specialty Distribution
CHX,ChampionX Corporation Common Stock ,Capital Goods,Construction/Ag Equipment/Trucks
CHY,Calamos Convertible and High Income Fund Common Stock,Finance,Investment Managers
CI,Cigna Corporation Common Stock,Health Care,Medical Specialities
CIA,Citizens Inc. Class A Common Stock ($1.00 Par),Finance,Life Insurance
CIB,BanColombia S.A. Common Stock,Finance,Commercial Banks
CIDM,Cinedigm Corp. Class A Common Stock,Consumer Services,Movies/Entertainment
CIEN,Ciena Corporation Common Stock,Public Utilities,Telecommunications Equipment
CIF,MFS Intermediate High Income Fund Common Stock,Finance,Trusts Except Educational Religious and Charitable
CIFR,Cipher Mining Inc. Common Stock,Finance,Investment Bankers/Brokers/Service
CIFRW,Cipher Mining Inc. Warrant,Finance,Investment Bankers/Brokers/Service
CIG,Comp En De Mn Cemig ADS American Depositary Shares,Public Utilities,Electric Utilities: Central
CIGI,Colliers International Group Inc. Subordinate Voting Shares,,
CIH,China Index Holdings Limited American Depository Shares,Technology,EDP Services
CII,Blackrock Capital and Income Fund Inc.,Finance,Finance Companies
CIIG,CIIG Capital Partners II Inc. Class A Common Stock,,
CIIGW,CIIG Capital Partners II Inc. Warrant,,
CIK,Credit Suisse Asset Management Income Fund Inc. Common Stock,Finance,Finance/Investors Services
CIM,Chimera Investment Corporation Common Stock,Consumer Services,Real Estate Investment Trusts
CIM^A,Chimera Investment Corporation 8.00% Series A Cumulative Redeemable Preferred Stock,,
CIM^B,Chimera Investment Corporation 8.00% Series B Fixed-to-Floating Rate Cumulative Redeemable Preferred Stock,,
CIM^C,Chimera Investment Corporation 7.75% Series C Fixed-to-Floating Rate  Cumulative Redeemable  Preferred Stock,,
CIM^D,Chimera Investment Corporation 8.00% Series D Fixed-to-Floating Rate Cumulative Redeemable Preferred Stock,,
CINC,CinCor Pharma Inc. Common Stock,Health Care,Biotechnology: Pharmaceutical Preparations
CINF,Cincinnati Financial Corporation Common Stock,Finance,Property-Casualty Insurers
CING,Cingulate Inc. Common Stock,Health Care,Biotechnology: Pharmaceutical Preparations
CINGW,Cingulate Inc. Warrants,Health Care,Biotechnology: Pharmaceutical Preparations
CINT,CI&T Inc Class A Common Shares,,
CIO,City Office REIT Inc. Common Stock,Consumer Services,Real Estate Investment Trusts
CIO^A,City Office REIT Inc. 6.625% Series A Cumulative Redeemable Preferred Stock,,
CION,CION Investment Corporation Common Stock,Finance,Finance/Investors Services
CIR,CIRCOR International Inc. Common Stock,Capital Goods,Fluid Controls
CISO,Cerberus Cyber Sentinel Corporation Common Stock,Technology,Computer Software: Prepackaged Software
CITE,Cartica Acquisition Corp Class A Ordinary Shares,,
CITEU,Cartica Acquisition Corp Unit,,
CIVB,Civista Bancshares Inc. Common Stock,Finance,Major Banks
CIVI,Civitas Resources Inc. Common Stock,Energy,Oil & Gas Production
CIX,CompX International Inc. Common Stock,Miscellaneous,Diversified Manufacture
CIXX,CI Financial Corp. Common Shares,,
CIZN,Citizens Holding Company Common Stock,Finance,Major Banks
CJJD,China Jo-Jo Drugstores Inc. (Cayman Islands) Ordinary Shares,Health Care,Other Pharmaceuticals
CKPT,Checkpoint Therapeutics Inc. Common Stock,Health Care,Biotechnology: Pharmaceutical Preparations
CKX,CKX Lands Inc. Common Stock,Energy,Oil & Gas Production
CL,Colgate-Palmolive Company Common Stock,Consumer Non-Durables,Package Goods/Cosmetics
CLAA,Colonnade Acquisition Corp. II Class A Ordinary Shares,,
CLAQ,CleanTech Acquisition Corp. Common stock,,
CLAQR,CleanTech Acquisition Corp. Rights,,
CLAQW,CleanTech Acquisition Corp. Warrant,,
CLAR,Clarus Corporation Common Stock,Consumer Non-Durables,Recreational Products/Toys
CLAS,Class Acceleration Corp. Class A Common Stock,,
CLAY,Chavant Capital Acquisition Corp. Ordinary Shares,,
CLAYW,Chavant Capital Acquisition Corp. Warrants,,
CLB,Core Laboratories N.V. Common Stock,Energy,Oilfield Services/Equipment
CLBK,Columbia Financial Inc. Common Stock,Finance,Commercial Banks
CLBR,Colombier Acquisition Corp. Class A Common Stock,,
CLBS,Caladrius Biosciences Inc. Common Stock,Health Care,Managed Health Care
CLBT,Cellebrite DI Ltd. Ordinary Shares,,
CLBTW,Cellebrite DI Ltd. Warrants,,
CLDT,Chatham Lodging Trust (REIT) Common Shares of Beneficial Interest,Consumer Services,Real Estate Investment Trusts
CLDT^A,Chatham Lodging Trust (REIT) 6.625% Series A Cumulative Redeemable Preferred Shares of Beneficial Interest,,
CLDX,Celldex Therapeutics Inc.,Health Care,Biotechnology: In Vitro & In Vivo Diagnostic Substances
CLEU,China Liberal Education Holdings Limited Ordinary Shares,Consumer Services,Other Consumer Services
CLF,Cleveland-Cliffs Inc. Common Stock,,
CLFD,Clearfield Inc. Common Stock,Public Utilities,Telecommunications Equipment
CLGN,CollPlant Biotechnologies Ltd Ordinary Shares,Health Care,Industrial Specialties
CLH,Clean Harbors Inc. Common Stock,,
CLIM,Climate Real Impact Solutions II Acquisition Corporation Class A Common Stock,,
CLINU,Clean Earth Acquisitions Corp. Unit,,
CLIR,ClearSign Technologies Corporation Common Stock,Technology,Industrial Machinery/Components
CLLS,Cellectis S.A. American Depositary Shares,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
CLM,Cornerstone Strategic Value Fund Inc. New Common Stock,Finance,Finance/Investors Services
CLMT,Calumet Specialty Products Partners L.P. Common Units,Energy,Oil & Gas Production
CLNE,Clean Energy Fuels Corp. Common Stock,Public Utilities,Natural Gas Distribution
CLNN,Clene Inc. Common Stock,Consumer Durables,Specialty Chemicals
CLNNW,Clene Inc. Warrant,Consumer Durables,Specialty Chemicals
CLOE,Clover Leaf Capital Corp. Class A Common Stock,,
CLOER,Clover Leaf Capital Corp. Rights,,
CLOV,Clover Health Investments Corp. Class A Common Stock,Health Care,Medical Specialities
CLPR,Clipper Realty Inc. Common Stock,Consumer Services,Real Estate Investment Trusts
CLPS,CLPS Incorporation Common Stock,Technology,Computer Software: Prepackaged Software
CLPT,ClearPoint Neuro Inc. Common Stock,Health Care,Medical/Dental Instruments
CLR,Continental Resources Inc. Common Stock,Energy,Oil & Gas Production
CLRB,Cellectar Biosciences Inc.  Common Stock,Health Care,Biotechnology: Pharmaceutical Preparations
CLRM,Clarim Acquisition Corp. Class A Common Stock,,
CLRMW,Clarim Acquisition Corp. Warrant,,
CLRO,ClearOne Inc. (DE) Common Stock,Technology,Radio And Television Broadcasting And Communications Equipment
CLS,Celestica Inc. Common Stock,,
CLSD,Clearside Biomedical Inc. Common Stock,Health Care,Biotechnology: Pharmaceutical Preparations
CLSK,CleanSpark Inc. Common Stock,Technology,Computer Software: Prepackaged Software
CLSN,Celsion Corporation Common Stock,Health Care,Biotechnology: Pharmaceutical Preparations
CLST,Catalyst Bancorp Inc. Common Stock,,
CLVR,Clever Leaves Holdings Inc. Common Shares,,
CLVRW,Clever Leaves Holdings Inc. Warrant,,
CLVS,Clovis Oncology Inc. Common Stock,Health Care,Biotechnology: Pharmaceutical Preparations
CLVT,Clarivate Plc Ordinary Shares,Consumer Services,Movies/Entertainment
CLVT^A,Clarivate Plc 5.25% Series A Mandatory Convertible Preferred Shares,,
CLW,Clearwater Paper Corporation Common Stock,Basic Industries,Paper
CLWT,Euro Tech Holdings Company Limited Common Stock,Consumer Durables,Diversified Electronic Products
CLX,Clorox Company (The) Common Stock,Consumer Durables,Specialty Chemicals
CLXT,Calyxt Inc. Common Stock,Consumer Non-Durables,Food Distributors
CM,Canadian Imperial Bank of Commerce Common Stock,,
